Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize
Reservoir,3,h,550000.0,12.0,3.0,1.0,2.0,1723.0
Sunshine North,4,h,775000.0,13.3,4.0,1.0,2.0,665.0
Canterbury,4,h,2100000.0,8.4,4.0,2.0,4.0,544.0
Malvern East,3,t,1120000.0,11.2,3.0,2.0,2.0,181.0
Bentleigh East,2,u,340000.0,13.9,2.0,1.0,1.0,0.0
Sunshine,3,h,810000.0,10.5,3.0,1.0,2.0,459.0
Balwyn North,4,h,1905000.0,9.2,4.0,2.0,2.0,647.0
Box Hill,3,h,857000.0,13.1,4.0,1.0,1.0,492.0
Coburg,4,h,922000.0,6.7,4.0,2.0,2.0,463.0
Reservoir,3,h,668000.0,11.2,3.0,2.0,1.0,618.0
Avondale Heights,4,h,1100000.0,10.5,4.0,3.0,2.0,873.0
Ormond,2,u,475000.0,11.8,2.0,1.0,1.0,0.0
Ringwood East,4,h,800000.0,21.3,4.0,2.0,2.0,650.0
North Melbourne,2,u,640000.0,2.3,2.0,2.0,1.0,0.0
Richmond,4,h,3335000.0,2.6,4.0,2.0,2.0,319.0
Hadfield,3,h,725000.0,12.1,3.0,1.0,2.0,585.0
Mulgrave,4,h,1001000.0,18.8,4.0,2.0,7.0,771.0
North Melbourne,1,u,491000.0,2.3,1.0,1.0,1.0,0.0
Reservoir,1,h,351000.0,12.0,1.0,1.0,1.0,168.0
Preston,3,h,1040000.0,8.8,3.0,2.0,1.0,313.0
Prahran,3,h,1651000.0,4.5,3.0,1.0,2.0,294.0
Doncaster,3,t,751000.0,12.4,3.0,2.0,1.0,170.0
Brunswick,2,u,1180000.0,5.2,2.0,1.0,1.0,0.0
Abbotsford,3,h,1465000.0,2.5,3.0,2.0,0.0,134.0
Brighton,3,u,1602000.0,11.2,3.0,2.0,2.0,328.0
Albion,2,h,460000.0,13.9,2.0,1.0,2.0,463.0
Malvern,4,h,1617000.0,7.4,2.0,1.0,0.0,337.0
Niddrie,3,u,773000.0,11.2,3.0,1.0,1.0,275.0
Heidelberg West,3,h,808000.0,9.4,3.0,1.0,0.0,649.0
Sandringham,4,h,2700000.0,15.2,4.0,2.0,1.0,722.0
Essendon,2,u,691000.0,8.0,2.0,1.0,1.0,201.0
Ashwood,3,t,830000.0,12.2,2.0,1.0,2.0,212.0
Oak Park,3,h,821000.0,11.2,3.0,1.0,1.0,656.0
Heidelberg West,3,h,810000.0,9.4,3.0,2.0,0.0,747.0
Glen Iris,4,h,3400000.0,9.2,4.0,3.0,2.0,856.0
South Melbourne,3,h,1650000.0,2.1,3.0,2.0,0.0,204.0
Canterbury,3,h,1800000.0,9.0,3.0,2.0,2.0,316.0
Windsor,1,u,501000.0,5.1,1.0,1.0,1.0,0.0
Northcote,2,h,1290000.0,5.5,2.0,1.0,0.0,259.0
Kew,4,h,1800000.0,5.4,4.0,2.0,2.0,191.0
Keysborough,4,h,745000.0,25.2,4.0,2.0,1.0,624.0
Melton West,5,h,355000.0,31.7,5.0,2.0,2.0,666.0
Southbank,2,u,590000.0,1.2,2.0,1.0,1.0,0.0
Epping,3,h,500000.0,19.6,3.0,2.0,2.0,321.0
Kilsyth,3,h,710000.0,26.0,3.0,1.0,2.0,837.0
Northcote,3,h,1341500.0,5.3,3.0,1.0,1.0,272.0
East Melbourne,2,h,4525000.0,1.5,2.0,2.0,1.0,220.0
Carnegie,2,u,430000.0,10.1,2.0,1.0,1.0,2048.0
Albion,3,h,800000.0,13.9,4.0,2.0,5.0,689.0
Surrey Hills,3,h,1205000.0,11.2,3.0,1.0,2.0,490.0
Hadfield,3,h,750000.0,11.2,3.0,1.0,3.0,665.0
Middle Park,4,h,3120000.0,4.1,4.0,2.0,1.0,182.0
Northcote,3,t,900000.0,5.5,3.0,2.0,2.0,608.0
Donvale,4,h,1200000.0,16.1,4.0,2.0,2.0,375.0
Elwood,1,u,485000.0,7.7,1.0,1.0,1.0,0.0
Brunswick West,2,t,380000.0,5.9,2.0,1.0,1.0,0.0
Ashburton,3,h,1337000.0,11.0,3.0,1.0,2.0,583.0
Doncaster,5,h,1600000.0,12.4,5.0,2.0,2.0,757.0
Watsonia,2,h,662000.0,14.9,2.0,1.0,2.0,605.0
Burwood,3,u,1022500.0,11.7,3.0,2.0,2.0,265.0
Surrey Hills,2,u,694000.0,11.2,3.0,1.0,1.0,0.0
Seddon,2,h,990000.0,6.6,2.0,1.0,2.0,306.0
Niddrie,2,u,490000.0,11.2,2.0,1.0,1.0,142.0
Niddrie,3,h,1155000.0,11.2,3.0,2.0,3.0,653.0
Hadfield,3,h,827000.0,11.2,3.0,1.0,2.0,676.0
Bentleigh East,3,h,1020000.0,13.9,3.0,1.0,2.0,596.0
Braybrook,2,h,645000.0,10.8,2.0,1.0,1.0,566.0
Frankston South,4,h,980000.0,38.0,4.0,2.0,2.0,937.0
Port Melbourne,2,u,816000.0,3.5,2.0,1.0,1.0,0.0
Ormond,2,u,640000.0,11.4,2.0,1.0,1.0,0.0
Hughesdale,2,u,455000.0,13.0,2.0,1.0,2.0,0.0
Coburg North,2,h,765000.0,9.2,2.0,1.0,2.0,563.0
Cheltenham,3,h,1051000.0,17.9,3.0,1.0,3.0,590.0
Moorabbin,4,h,1160000.0,14.6,4.0,2.0,2.0,588.0
Carnegie,3,t,970000.0,11.4,3.0,2.0,2.0,325.0
Doncaster,4,h,1430000.0,13.9,4.0,2.0,2.0,655.0
Bentleigh East,3,h,1175000.0,13.8,3.0,1.0,2.0,700.0
Epping,3,h,375000.0,19.6,3.0,1.0,1.0,167.0
Reservoir,2,h,623500.0,11.2,2.0,1.0,0.0,452.0
Northcote,3,h,1610000.0,5.5,3.0,2.0,1.0,411.0
Forest Hill,6,h,1065000.0,15.4,6.0,1.0,1.0,704.0
Ascot Vale,2,h,950000.0,5.9,2.0,1.0,1.0,173.0
Glenroy,3,h,793000.0,13.0,3.0,1.0,2.0,780.0
Newport,3,h,950000.0,8.4,3.0,2.0,1.0,224.0
Northcote,2,t,650000.0,5.5,2.0,2.0,2.0,55.0
Donvale,5,h,2620000.0,16.1,5.0,4.0,3.0,4077.0
Ormond,1,u,260000.0,11.8,1.0,1.0,1.0,0.0
Brunswick,4,h,1358000.0,5.2,4.0,1.0,1.0,416.0
Ivanhoe,2,h,2400000.0,7.8,2.0,1.0,0.0,1110.0
Cheltenham,2,u,560000.0,17.9,2.0,1.0,2.0,182.0
Toorak,2,u,650000.0,4.6,2.0,1.0,0.0,0.0
Kew,3,h,2600000.0,5.4,3.0,1.0,2.0,780.0
Reservoir,3,h,935000.0,12.0,3.0,1.0,2.0,768.0
Essendon,3,h,1050000.0,8.0,3.0,1.0,1.0,420.0
Gardenvale,2,u,595000.0,9.8,2.0,1.0,1.0,0.0
Heidelberg Heights,2,h,510000.0,10.5,2.0,1.0,2.0,244.0
Altona,3,h,840000.0,13.8,3.0,2.0,2.0,534.0
Carnegie,2,u,750000.0,10.1,2.0,1.0,2.0,0.0
Bentleigh,3,h,770000.0,13.0,3.0,2.0,2.0,0.0
Hawthorn East,4,h,3255000.0,6.2,4.0,3.0,3.0,1116.0
Essendon,3,t,650000.0,8.0,3.0,2.0,1.0,160.0
Bentleigh East,3,h,965000.0,13.9,3.0,1.0,4.0,574.0
Glenroy,3,t,555000.0,13.0,3.0,2.0,2.0,244.0
Glen Iris,3,h,2000000.0,9.2,2.0,1.0,2.0,821.0
Doncaster East,4,h,1470000.0,14.3,4.0,2.0,2.0,775.0
Blackburn,2,h,1500000.0,13.4,2.0,1.0,1.0,1021.0
Keilor East,4,h,970000.0,12.8,4.0,2.0,4.0,659.0
Flemington,3,h,1500000.0,3.4,3.0,1.0,2.0,241.0
Reservoir,3,h,950000.0,11.2,3.0,2.0,2.0,565.0
Clifton Hill,2,h,1290000.0,3.4,2.0,1.0,0.0,164.0
Deer Park,3,h,535000.0,14.8,3.0,1.0,0.0,675.0
Glenroy,2,t,420000.0,13.0,2.0,1.0,1.0,307.0
Caulfield,4,h,131000.0,8.9,4.0,1.0,2.0,499.0
Collingwood,2,h,1080000.0,2.0,2.0,1.0,0.0,0.0
Rosanna,3,h,1100000.0,8.9,3.0,2.0,2.0,468.0
Bentleigh,3,t,1375000.0,13.0,3.0,3.0,2.0,338.0
Noble Park,3,h,730000.0,22.7,3.0,1.0,4.0,695.0
Williamstown North,3,h,1070000.0,8.9,3.0,2.0,5.0,442.0
Newport,3,h,975000.0,8.4,3.0,2.0,2.0,333.0
Preston,3,h,1186000.0,8.8,2.0,1.0,1.0,713.0
Footscray,3,t,820000.0,6.4,3.0,2.0,1.0,122.0
Reservoir,2,u,452000.0,11.2,2.0,1.0,1.0,0.0
Werribee,3,h,595000.0,14.7,3.0,1.0,2.0,662.0
Preston,3,h,615000.0,8.8,3.0,1.0,2.0,493.0
Ashburton,4,h,1972500.0,10.2,4.0,1.0,1.0,676.0
Northcote,4,h,1830000.0,5.5,3.0,1.0,1.0,654.0
Hampton,2,u,720000.0,13.7,2.0,1.0,1.0,832.0
Bentleigh,4,h,1041000.0,13.0,4.0,2.0,1.0,292.0
Ascot Vale,2,h,1010000.0,5.9,2.0,1.0,1.0,325.0
Brighton,6,h,2700000.0,11.2,6.0,3.0,3.0,0.0
Brighton,4,h,4050000.0,10.5,4.0,4.0,4.0,508.0
Hawthorn,2,u,575000.0,4.6,2.0,2.0,1.0,0.0
St Albans,4,h,631000.0,14.0,4.0,1.0,3.0,559.0
Sunshine,2,h,555000.0,12.6,2.0,1.0,1.0,254.0
Essendon,5,h,2210000.0,7.5,5.0,3.0,2.0,590.0
Elsternwick,3,h,2160000.0,8.5,3.0,1.0,1.0,590.0
Brunswick,2,h,845500.0,5.2,2.0,1.0,1.0,179.0
Newport,2,h,1130000.0,6.2,2.0,1.0,2.0,343.0
Fitzroy North,3,h,1181000.0,3.5,2.0,1.0,1.0,148.0
Doncaster,4,h,1375000.0,12.4,4.0,2.0,3.0,652.0
Elsternwick,2,u,410000.0,8.5,0.0,0.0,0.0,0.0
Murrumbeena,2,u,540000.0,10.1,2.0,1.0,1.0,80.0
St Kilda,4,h,2260000.0,6.1,4.0,2.0,1.0,297.0
Thornbury,2,h,1085000.0,6.5,2.0,1.0,2.0,303.0
Ormond,4,h,2250000.0,11.8,4.0,1.0,2.0,903.0
Wheelers Hill,5,h,1090000.0,16.7,5.0,2.0,2.0,698.0
Surrey Hills,4,h,2550000.0,10.2,4.0,2.0,2.0,861.0
Keilor,3,h,840000.0,14.5,3.0,2.0,2.0,725.0
Keilor East,3,u,580000.0,12.8,3.0,2.0,2.0,112.0
Ashwood,3,h,1365000.0,12.2,3.0,1.0,1.0,792.0
Coburg,2,t,635000.0,7.8,2.0,1.0,1.0,97.0
Prahran,2,h,1106000.0,4.5,2.0,1.0,1.0,0.0
Canterbury,4,h,2408000.0,8.4,4.0,2.0,2.0,654.0
Essendon,3,h,1320000.0,7.5,3.0,2.0,1.0,276.0
Northcote,3,h,1590000.0,5.3,3.0,1.0,1.0,563.0
Altona,3,h,1120000.0,13.8,3.0,1.0,2.0,506.0
Keilor East,4,h,1160000.0,11.7,4.0,3.0,4.0,670.0
Essendon,4,h,1275000.0,8.0,4.0,2.0,2.0,503.0
Carnegie,3,u,820000.0,11.4,3.0,1.0,2.0,0.0
Glen Iris,3,h,1825000.0,9.2,3.0,1.0,2.0,652.0
Hawthorn,2,u,450000.0,5.3,2.0,1.0,1.0,2338.0
Preston,3,h,945000.0,8.4,3.0,1.0,2.0,349.0
Campbellfield,3,h,455000.0,14.5,3.0,1.0,1.0,766.0
Highett,4,h,1220000.0,16.0,4.0,1.0,2.0,633.0
Camberwell,4,h,3225000.0,7.8,4.0,3.0,1.0,632.0
Ashwood,2,u,535000.0,12.2,2.0,1.0,1.0,72.0
Altona,3,h,980000.0,13.8,3.0,1.0,2.0,724.0
Reservoir,3,h,787000.0,11.2,3.0,1.0,1.0,563.0
Highett,4,t,1200000.0,16.0,4.0,2.0,2.0,304.0
Burwood,3,h,1540000.0,11.7,3.0,2.0,2.0,653.0
Footscray,2,h,1170000.0,6.4,2.0,1.0,1.0,184.0
Bentleigh,2,u,636000.0,13.0,2.0,1.0,2.0,202.0
Watsonia,3,h,830000.0,14.5,3.0,1.0,2.0,696.0
Brunswick,4,h,1800000.0,5.2,4.0,2.0,3.0,271.0
Heidelberg Heights,3,h,580000.0,10.5,2.0,1.0,1.0,577.0
Balwyn,3,h,2730000.0,7.9,3.0,2.0,2.0,679.0
West Footscray,3,h,660000.0,8.2,3.0,1.0,1.0,321.0
Armadale,3,h,2385000.0,6.3,3.0,1.0,0.0,256.0
Bentleigh,4,h,1385000.0,13.0,4.0,2.0,1.0,576.0
Maidstone,3,h,880000.0,9.2,3.0,1.0,1.0,586.0
Sunshine,3,h,635000.0,12.6,4.0,1.0,1.0,631.0
North Melbourne,2,u,720000.0,2.3,2.0,2.0,1.0,0.0
Williamstown,2,h,811000.0,8.0,2.0,1.0,2.0,183.0
Preston,3,h,1020000.0,8.8,3.0,2.0,2.0,670.0
Abbotsford,2,h,1636000.0,2.5,2.0,1.0,2.0,256.0
Carrum,3,u,590000.0,31.2,3.0,1.0,1.0,179.0
Sunshine,2,u,470000.0,12.6,2.0,1.0,1.0,234.0
Glenroy,3,u,470000.0,13.0,3.0,1.0,2.0,187.0
Viewbank,2,u,556000.0,13.8,2.0,1.0,1.0,195.0
Melton South,3,h,420000.0,29.8,3.0,2.0,2.0,599.0
South Yarra,4,h,2920000.0,2.7,4.0,2.0,2.0,564.0
Brunswick East,3,t,937000.0,4.0,3.0,2.0,1.0,110.0
Albion,2,t,319000.0,13.9,2.0,1.0,1.0,0.0
Fitzroy,4,h,4011000.0,1.6,4.0,3.0,2.0,286.0
Brunswick,3,h,1310000.0,5.2,3.0,2.0,2.0,426.0
Templestowe Lower,4,h,1209000.0,13.8,4.0,2.0,2.0,770.0
Greensborough,4,h,770000.0,16.1,4.0,2.0,2.0,789.0
Moonee Ponds,2,u,330000.0,6.9,2.0,1.0,1.0,0.0
Heidelberg West,2,h,440500.0,9.4,2.0,1.0,1.0,368.0
South Melbourne,1,u,480000.0,2.1,1.0,1.0,1.0,0.0
Yarraville,3,t,1040000.0,7.0,2.0,2.0,0.0,352.0
Dandenong,3,h,678000.0,24.7,3.0,1.0,2.0,624.0
Fairfield,2,t,805000.0,5.8,2.0,1.0,1.0,140.0
Hampton,3,h,2515000.0,13.8,3.0,2.0,2.0,604.0
Elwood,4,h,2400000.0,7.7,4.0,2.0,2.0,560.0
Heidelberg West,3,h,520000.0,8.8,3.0,1.0,1.0,466.0
Glen Iris,2,u,680000.0,9.2,2.0,1.0,1.0,0.0
Brighton,3,h,1550000.0,11.2,3.0,2.0,2.0,663.0
Canterbury,2,u,736000.0,9.0,2.0,1.0,2.0,132.0
Mount Waverley,3,h,1451000.0,14.2,3.0,2.0,1.0,730.0
Fitzroy,2,u,681500.0,1.6,2.0,1.0,1.0,0.0
Reservoir,3,u,475000.0,11.2,3.0,1.0,1.0,191.0
Surrey Hills,3,h,1150000.0,11.2,3.0,2.0,1.0,247.0
Newport,3,h,1185000.0,8.4,3.0,1.0,2.0,771.0
Burwood East,3,h,1150000.0,14.7,3.0,2.0,2.0,668.0
Reservoir,3,h,851000.0,11.2,3.0,1.0,1.0,826.0
Edithvale,2,u,724000.0,27.0,2.0,1.0,2.0,224.0
Glenroy,2,u,435000.0,11.2,2.0,1.0,1.0,144.0
Collingwood,3,u,950000.0,1.6,3.0,2.0,1.0,15900.0
South Yarra,2,h,1036500.0,3.3,2.0,1.0,0.0,105.0
Balwyn North,3,h,1600000.0,9.2,3.0,2.0,2.0,760.0
Tarneit,4,h,463500.0,18.4,4.0,2.0,2.0,371.0
Armadale,5,h,2810000.0,6.3,5.0,2.0,2.0,617.0
Prahran,3,t,1015000.0,4.5,3.0,3.0,1.0,0.0
Ormond,3,h,1256000.0,11.8,3.0,2.0,2.0,378.0
Yallambie,3,h,602500.0,15.0,3.0,2.0,2.0,586.0
Sydenham,3,h,659500.0,18.0,3.0,2.0,4.0,665.0
Parkdale,3,h,1060000.0,21.5,3.0,1.0,2.0,602.0
Taylors Hill,4,h,605500.0,18.0,4.0,2.0,2.0,724.0
Strathmore,3,h,1330000.0,9.7,3.0,2.0,1.0,606.0
Oakleigh South,2,h,778000.0,14.7,2.0,1.0,1.0,806.0
Ascot Vale,3,u,819000.0,4.3,3.0,2.0,1.0,166.0
Moonee Ponds,4,h,1345000.0,6.9,4.0,2.0,2.0,313.0
Richmond,4,h,1800000.0,2.6,4.0,2.0,0.0,288.0
Kingsville,4,h,925000.0,7.8,4.0,2.0,1.0,276.0
Bentleigh East,3,t,950000.0,13.8,3.0,2.0,2.0,163.0
Hawthorn,3,h,1500000.0,5.3,3.0,3.0,2.0,255.0
Reservoir,3,h,901000.0,12.0,3.0,1.0,2.0,695.0
Camberwell,2,u,435000.0,7.8,2.0,1.0,1.0,896.0
South Yarra,2,u,630000.0,3.3,2.0,1.0,1.0,0.0
Balaclava,2,u,520000.0,6.6,2.0,1.0,0.0,0.0
Williamstown,3,h,1460000.0,8.0,3.0,1.0,2.0,373.0
St Kilda,3,h,1030000.0,6.1,3.0,1.0,1.0,292.0
Airport West,3,h,905000.0,10.4,3.0,1.0,2.0,573.0
Diamond Creek,4,h,745000.0,21.8,4.0,2.0,2.0,767.0
Eltham,4,h,1065000.0,18.0,4.0,2.0,2.0,816.0
Niddrie,2,h,1007000.0,11.2,2.0,1.0,1.0,646.0
Brighton,3,h,1785000.0,11.2,3.0,2.0,1.0,404.0
Canterbury,2,u,830000.0,9.0,2.0,1.0,1.0,110.0
Gladstone Park,5,h,660000.0,12.9,5.0,2.0,1.0,536.0
Brunswick East,2,u,675000.0,4.5,2.0,2.0,1.0,0.0
Niddrie,3,h,1105000.0,11.2,3.0,1.0,1.0,643.0
Yarraville,3,h,826000.0,6.3,3.0,2.0,2.0,492.0
Brighton East,4,h,1655000.0,10.3,4.0,2.0,4.0,651.0
Heathmont,3,h,655000.0,21.3,3.0,1.0,1.0,348.0
Northcote,3,h,2160000.0,5.5,3.0,2.0,1.0,338.0
Coburg North,4,h,926000.0,6.7,4.0,1.0,5.0,565.0
Newport,3,h,785000.0,8.4,3.0,2.0,2.0,0.0
Murrumbeena,4,h,1920000.0,10.1,4.0,1.0,2.0,718.0
Fawkner,3,h,712000.0,13.1,3.0,1.0,2.0,603.0
Greensborough,3,h,1326000.0,16.1,3.0,1.0,2.0,1020.0
Cremorne,2,u,546000.0,2.5,2.0,1.0,1.0,0.0
Footscray,2,h,910000.0,5.1,2.0,1.0,0.0,312.0
Malvern East,3,h,2020000.0,11.2,3.0,2.0,2.0,711.0
Craigieburn,3,h,430000.0,20.6,3.0,2.0,1.0,280.0
Northcote,3,h,1121000.0,5.5,3.0,1.0,0.0,0.0
Oak Park,4,h,1453000.0,11.2,4.0,2.0,2.0,525.0
Moorabbin,3,h,825000.0,14.6,3.0,1.0,2.0,538.0
Hadfield,3,t,510000.0,12.1,3.0,2.0,2.0,234.0
Glen Iris,2,h,1250000.0,9.2,2.0,1.0,2.0,438.0
Brighton East,2,t,1014000.0,10.7,2.0,1.0,1.0,267.0
Yarraville,3,h,960000.0,7.0,3.0,1.0,1.0,503.0
Reservoir,3,u,400000.0,11.2,3.0,1.0,1.0,172.0
West Footscray,4,h,970000.0,8.2,4.0,1.0,2.0,528.0
Moonee Ponds,2,t,515000.0,6.9,2.0,1.0,1.0,1981.0
Craigieburn,4,h,492000.0,20.6,4.0,2.0,2.0,479.0
Balwyn,1,h,2100000.0,7.9,1.0,1.0,1.0,678.0
Northcote,2,u,692000.0,5.5,2.0,1.0,1.0,0.0
Preston,3,u,496000.0,8.8,3.0,1.0,1.0,266.0
Maribyrnong,4,h,1117000.0,8.7,4.0,3.0,2.0,325.0
Hawthorn,2,u,440000.0,4.6,2.0,1.0,1.0,0.0
Kensington,3,t,917500.0,4.2,3.0,1.0,1.0,98.0
Parkville,1,u,526000.0,2.6,1.0,1.0,1.0,0.0
Carlton,2,u,600000.0,1.8,2.0,1.0,1.0,0.0
Maidstone,2,t,505500.0,6.4,2.0,1.0,1.0,59.0
Brighton,5,h,2100000.0,11.2,5.0,5.0,2.0,552.0
West Melbourne,3,t,1130000.0,1.9,3.0,2.0,2.0,116.0
Altona,4,h,780000.0,13.8,4.0,1.0,4.0,655.0
Glen Waverley,5,h,2650000.0,16.7,6.0,3.0,2.0,662.0
Spotswood,3,h,785000.0,6.2,3.0,1.0,2.0,343.0
Richmond,1,u,330000.0,2.4,1.0,1.0,1.0,0.0
Briar Hill,3,h,590000.0,16.1,3.0,1.0,2.0,392.0
Kensington,3,h,785000.0,4.2,2.0,1.0,1.0,258.0
Templestowe Lower,3,h,1180000.0,13.8,3.0,1.0,3.0,655.0
Kew,2,u,672000.0,5.4,2.0,1.0,1.0,710.0
Box Hill,1,u,288000.0,13.1,1.0,1.0,1.0,774.0
Hadfield,2,t,539000.0,11.2,2.0,2.0,2.0,160.0
Bentleigh East,3,h,1307000.0,13.9,3.0,2.0,4.0,684.0
Yarraville,3,h,796000.0,7.0,3.0,1.0,1.0,464.0
Seddon,2,h,945000.0,5.1,2.0,1.0,1.0,126.0
Kew East,3,h,1402000.0,7.5,3.0,2.0,2.0,422.0
Wantirna,4,h,951000.0,14.7,4.0,2.0,2.0,704.0
Prahran,1,u,500500.0,4.5,1.0,1.0,1.0,0.0
Bentleigh,3,h,1573000.0,11.4,3.0,1.0,2.0,670.0
Reservoir,3,t,592000.0,11.2,3.0,1.0,1.0,270.0
Kew,2,u,610000.0,5.6,2.0,1.0,1.0,0.0
Moonee Ponds,5,h,2340000.0,6.9,5.0,3.0,3.0,619.0
Northcote,2,h,1112000.0,5.5,4.0,1.0,2.0,238.0
Oak Park,4,h,920000.0,11.5,4.0,2.0,2.0,780.0
Preston,7,h,1350000.0,8.4,7.0,3.0,4.0,530.0
Reservoir,2,u,395000.0,11.2,2.0,1.0,1.0,166.0
Pakenham,4,h,435000.0,47.3,4.0,2.0,2.0,553.0
Mill Park,3,h,556500.0,17.9,3.0,1.0,2.0,526.0
Armadale,2,h,1550000.0,6.3,2.0,1.0,0.0,212.0
Collingwood,2,h,1430000.0,1.6,2.0,1.0,0.0,231.0
Ivanhoe,3,t,1010000.0,7.9,3.0,2.0,2.0,314.0
Highett,4,h,1550000.0,16.0,4.0,2.0,2.0,613.0
South Yarra,1,u,687000.0,3.3,2.0,1.0,2.0,0.0
Albert Park,4,h,2550000.0,3.0,4.0,2.0,,152.0
Broadmeadows,3,t,465000.0,14.0,3.0,2.0,3.0,248.0
Templestowe Lower,3,t,940000.0,13.8,3.0,2.0,3.0,281.0
Tullamarine,2,u,300000.0,12.9,2.0,1.0,1.0,0.0
Preston,3,h,800000.0,8.8,3.0,3.0,2.0,421.0
Templestowe Lower,4,h,1280000.0,13.8,4.0,2.0,2.0,681.0
Coburg,1,h,1007000.0,7.8,1.0,2.0,0.0,807.0
Oakleigh South,3,h,945000.0,15.5,3.0,1.0,2.0,640.0
Coburg,2,h,900000.0,6.7,2.0,1.0,1.0,350.0
Northcote,2,u,430000.0,5.5,2.0,1.0,1.0,0.0
Hawthorn,3,h,1400000.0,4.6,3.0,2.0,1.0,164.0
Glen Huntly,2,u,575000.0,10.4,2.0,2.0,1.0,0.0
Moonee Ponds,3,h,990000.0,6.9,3.0,1.0,2.0,328.0
Thornbury,2,u,745000.0,7.0,2.0,1.0,1.0,120.0
Ormond,5,h,2250000.0,11.8,5.0,2.0,2.0,699.0
Glenroy,3,h,820000.0,13.0,3.0,1.0,1.0,697.0
Reservoir,4,h,741000.0,11.2,4.0,1.0,2.0,659.0
Brighton,3,t,1762000.0,11.2,3.0,2.0,2.0,483.0
Bentleigh East,2,h,742500.0,13.9,2.0,1.0,1.0,300.0
Elwood,1,u,435000.0,7.2,1.0,1.0,1.0,1192.0
Rosanna,4,h,1365000.0,8.9,4.0,3.0,2.0,687.0
St Kilda,4,h,2455000.0,6.1,4.0,1.0,1.0,300.0
Maidstone,2,t,600000.0,9.2,2.0,1.0,2.0,127.0
South Yarra,3,h,2695000.0,3.3,3.0,2.0,1.0,215.0
Collingwood,2,u,1250000.0,2.0,2.0,2.0,2.0,909.0
Coburg,3,h,770000.0,7.8,4.0,1.0,2.0,408.0
Abbotsford,3,h,1402500.0,3.0,3.0,1.0,1.0,270.0
Ringwood East,4,h,910000.0,21.3,4.0,1.0,2.0,669.0
Newport,3,h,920000.0,8.4,3.0,2.0,2.0,296.0
Camberwell,5,h,2250000.0,7.8,5.0,5.0,1.0,639.0
Collingwood,1,u,366000.0,1.6,1.0,1.0,1.0,0.0
Coburg,4,t,680000.0,7.8,4.0,2.0,1.0,3747.0
Rosanna,4,h,1020000.0,11.4,4.0,2.0,2.0,843.0
Heidelberg West,2,h,515500.0,9.4,2.0,1.0,1.0,331.0
South Yarra,2,u,535000.0,3.3,2.0,1.0,1.0,0.0
Sunshine North,3,h,610000.0,10.5,3.0,1.0,1.0,581.0
Kensington,2,u,506000.0,4.2,2.0,1.0,1.0,0.0
Camberwell,3,h,1930000.0,7.8,3.0,1.0,2.0,643.0
Brunswick,2,h,1094000.0,5.2,2.0,1.0,2.0,301.0
Hawthorn,3,h,1870000.0,5.3,3.0,1.0,1.0,271.0
Bentleigh East,2,h,1630000.0,13.9,2.0,1.0,2.0,724.0
Hawthorn,5,h,3750000.0,4.6,5.0,3.0,2.0,827.0
Keilor East,3,h,941000.0,12.8,3.0,1.0,1.0,703.0
Yarraville,2,h,710000.0,7.0,2.0,1.0,0.0,164.0
Brunswick,2,h,936000.0,5.2,2.0,1.0,2.0,200.0
Niddrie,3,h,840000.0,11.2,3.0,1.0,2.0,603.0
Footscray,3,h,775000.0,6.4,3.0,2.0,1.0,197.0
Ascot Vale,3,h,870000.0,4.3,3.0,2.0,3.0,388.0
Balwyn,4,h,2410000.0,9.7,4.0,2.0,1.0,685.0
West Footscray,3,h,1074000.0,8.2,3.0,2.0,2.0,355.0
Glenroy,3,h,932000.0,11.2,3.0,1.0,1.0,639.0
Epping,3,h,490000.0,19.6,3.0,1.0,1.0,597.0
Richmond,2,h,1130000.0,2.6,2.0,2.0,3.0,114.0
Hawthorn,3,u,1189000.0,4.6,3.0,1.0,1.0,181.0
Mount Waverley,3,h,1250000.0,14.2,3.0,1.0,1.0,722.0
Hadfield,2,h,542500.0,12.1,2.0,1.0,1.0,359.0
Toorak,1,u,611000.0,4.6,1.0,1.0,1.0,0.0
Essendon,3,h,886000.0,7.5,3.0,2.0,1.0,173.0
Balwyn,2,u,460000.0,7.9,2.0,1.0,1.0,0.0
Kensington,3,t,790000.0,4.2,3.0,2.0,2.0,1181.0
South Yarra,2,h,2325000.0,3.3,2.0,2.0,2.0,355.0
Burwood,3,h,1342000.0,11.7,3.0,1.0,2.0,690.0
Newport,3,h,1060000.0,8.4,3.0,1.0,4.0,600.0
Glen Iris,2,u,585000.0,9.2,2.0,1.0,1.0,0.0
Richmond,2,u,800000.0,2.4,2.0,2.0,2.0,0.0
Oakleigh South,4,h,1215000.0,15.5,4.0,2.0,4.0,619.0
Ivanhoe East,2,h,2100000.0,9.0,2.0,1.0,2.0,1003.0
Yarraville,4,h,1455000.0,7.0,4.0,1.0,1.0,328.0
Glenroy,2,h,910000.0,11.2,2.0,1.0,1.0,718.0
Brunswick West,3,h,1200000.0,5.9,3.0,1.0,1.0,600.0
Lalor,3,h,798000.0,16.3,3.0,1.0,2.0,806.0
Ascot Vale,3,h,1100000.0,4.3,3.0,2.0,2.0,239.0
Burwood East,5,h,1523500.0,14.7,5.0,2.0,2.0,577.0
Hadfield,4,h,880000.0,12.1,4.0,3.0,2.0,530.0
